"X","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
2322,"6T27IN7Ai94BeDv6PPCmoC","Turn Me On (feat. Nicki Minaj)","David Guetta",64,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","post teen pop","6rjxP7GQKoqqgoakzxl3PY","pop","post-teen pop",0.704,0.793,8,-2.266,1,0.0591,0.0488,0,0.575,0.412,127.96,199680
2346,"127uq83uGFapbddqiMUKky","Sexy Bitch (feat. Akon)","David Guetta",72,"5DJc5qCdB5pPrDO97LXjeW","One More Love","2010-11-22","post teen pop","6rjxP7GQKoqqgoakzxl3PY","pop","post-teen pop",0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,195853
2522,"3A7qX2QjDlPnazUsRk5y0M","2U (feat. Justin Bieber)","David Guetta",71,"1PZviVfBJJxNw5EtAwzdUu","2U (feat. Justin Bieber)","2017-06-09","Electropop Hits  2017-2020","7kyvBmlc1uSqsTL0EuNLrx","pop","electropop",0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,194897
2547,"0TDLuuLlV54CkRRUOahJb4","Titanium (feat. Sia)","David Guetta",79,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","Electropop Hits  2017-2020","7kyvBmlc1uSqsTL0EuNLrx","pop","electropop",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040
2576,"53Y0kdCa1CZ9gRqEuknfwy","Bang My Head (feat. Sia & Fetty Wap)","David Guetta",64,"7bpWEp24oHgUs08ImjakfU","Listen Again","2015-11-27","Electropop Hits  2017-2020","7kyvBmlc1uSqsTL0EuNLrx","pop","electropop",0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333
2667,"4Tvw0lweq9l2JPQKFbpbBQ","Better When You're Gone","David Guetta",76,"4ZoXNDicq0MrsGk1pM883o","Better When You're Gone","2019-02-08","Electropop 2019","4Bi8VLtaSu0JILliif8lH6","pop","electropop",0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402
2690,"46NBoIAHrmR7qcUGCIFEjR","This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","David Guetta",68,"7EvlnQaVuUuFLIeSuE6nRq","This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016]","2016-05-13","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207273
2707,"7pqgMEKsDMOHUdFQ7n0N9K","Dangerous (feat. Sam Martin)","David Guetta",66,"77UW17CZFyCaRLHdHeofZu","Listen","2014-11-21","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,203641
2712,"1SgdUjvppHnIp6L7DZSnwc","She Wolf (Falling to Pieces) (feat. Sia)","David Guetta",67,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,222500
2713,"31RuuWQ8XpyLNp5iKMyxWq","Rise (feat. Skylar Grey)","David Guetta",43,"77UW17CZFyCaRLHdHeofZu","Listen","2014-11-21","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.656,0.717,3,-2.893,0,0.0511,0.137,4.11e-06,0.119,0.253,129.867,235385
2716,"6eIacmhkE82vZlMDnGS7aP","Bad (feat. Vassy) - Radio Edit","David Guetta",65,"77UW17CZFyCaRLHdHeofZu","Listen","2014-11-21","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
2726,"1B3t5xC2jzTgjDOwawchu8","Sexy Bitch (feat. Akon)","David Guetta",18,"6w2rRSUsQk1e9ALB6ybmlz","One More Love","2010-11-22","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,195853
2728,"4f3uZW3Wc1uO2cN4WJs5nu","I Can Only Imagine (feat. Chris Brown & Lil Wayne)","David Guetta",55,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.67,0.939,9,-2.06,1,0.0427,0.0463,1.1e-06,0.335,0.264,127.946,209533
2729,"6qVXkG01rBYGfxIndGOQ3z","Shot Me Down (feat. Skylar Grey) - Radio Edit","David Guetta",60,"77UW17CZFyCaRLHdHeofZu","Listen","2014-11-21","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
2732,"285HeuLxsngjFn4GGegGNm","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",71,"77UW17CZFyCaRLHdHeofZu","Listen","2014-11-21","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560
2734,"7ks6AZmFcm3Y6PGGxGSmlB","Where Them Girls At (feat. Nicki Minaj & Flo Rida)","David Guetta",69,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,194840
2874,"6T27IN7Ai94BeDv6PPCmoC","Turn Me On (feat. Nicki Minaj)","David Guetta",64,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.704,0.793,8,-2.266,1,0.0591,0.0488,0,0.575,0.412,127.96,199680
2887,"66BjcDhhwWCcQIBxHMpKXh","Flames","David Guetta",68,"5rbJtzuXtpIP0Ykk7ewIit","7","2018-09-14","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,194680
2900,"4PdJSsESm34djLfBde9Pr2","Would I Lie to You - Radio Edit","David Guetta",64,"1o9FV0S0KY1kqmYsacy4j8","Would I Lie To You","2016-09-30","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.671,0.826,7,-5.766,0,0.309,0.00718,0,0.631,0.774,123.986,197648
2905,"16Cs9KsHzgunxaEfGrXysG","Play Hard (feat. Ne-Yo & Akon) - New Edit","David Guetta",66,"2RjYiccB99aFRJ8C0QxDf7","Play Hard (feat. Ne-Yo & Akon) [New Edit]","2013-03-15","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.723,0.87,8,-3.013,0,0.0435,0.035,0,0.656,0.678,129.952,208845
2911,"55VzNhbcf0Gxf6qRCUAV01","Little Bad Girl (feat. Taio Cruz & Ludacris)","David Guetta",58,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.668,0.829,11,-2.748,0,0.0334,0.00572,0,0.358,0.648,127,192276
2924,"62yjOWjA3tb65zgQWdFNx7","Shot Me Down (feat. Skylar Grey) - Radio Edit","David Guetta",44,"7bpWEp24oHgUs08ImjakfU","Listen Again","2015-11-27","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
2930,"7L97R04c6ZaPlU8xSxibQp","Bad (feat. Vassy) - Radio Edit","David Guetta",48,"7bpWEp24oHgUs08ImjakfU","Listen Again","2015-11-27","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
2994,"6RnkFd8Fqqgk1Uni8RgqCQ","Like I Do","David Guetta",72,"5oU1ROIHS6IOWnb87GWhqU","Like I Do","2018-02-22","ELECTROPOP🐹","44p8nNLe4fGfUeArS3MaIX","pop","electropop",0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
3272,"7rn94fZKrOwHunAgWtvJUs","Memories (feat. Kid Cudi)","David Guetta",2,"6w2rRSUsQk1e9ALB6ybmlz","One More Love","2010-11-22","Mix ElectroPop//ElectroHouse// DeepHouse 2020","23swqzpOZwW1NhPiZ7iyFI","pop","electropop",0.544,0.87,8,-6.103,1,0.26,0.0015,2.8e-06,0.246,0.502,129.984,210093
3288,"73TU1voolT9RHWGLOHyM0J","Titanium (feat. Sia) - Alesso Remix","David Guetta",46,"7tmMk6qGP9CmHOkJWEtsdU","Titanium (feat. Sia)","2011-12-09","Mix ElectroPop//ElectroHouse// DeepHouse 2020","23swqzpOZwW1NhPiZ7iyFI","pop","electropop",0.696,0.652,0,-6.826,0,0.0461,0.00326,0.67,0.0894,0.13,125.981,403810
3834,"3UN6cIn3VIyg0z1LCuFSum","Without You (feat. Usher)","David Guetta",67,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","10er Playlist","1kEczIkZH8IgaWT2BiApxZ","pop","electropop",0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133
4643,"4XnoRlIGtEOaqvQWFNsH8H","Say My Name","David Guetta",5,"3ZRPmdVXvjujAPHM4FP5oE","Say My Name","2018-10-26","indie poptimism🕺🏻","6MQeEHHDs6HQkN5Dlj3oKo","pop","indie poptimism",0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
4675,"6RnkFd8Fqqgk1Uni8RgqCQ","Like I Do","David Guetta",72,"5oU1ROIHS6IOWnb87GWhqU","Like I Do","2018-02-22","indie poptimism🕺🏻","6MQeEHHDs6HQkN5Dlj3oKo","pop","indie poptimism",0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
8127,"5YPMEOJ58kfl56VHxTgwx3","Play Hard (feat. Ne-Yo & Akon)","David Guetta",66,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","HIP&HOP","5DyJsJZOpMJh34WvUrQzMV","rap","southern hip hop",0.691,0.921,8,-1.702,0,0.0533,0.173,0,0.331,0.8,130.072,201000
8128,"7KPr0YxECy4Q1k2F17Sa0Q","Memories (feat. Kid Cudi)","David Guetta",66,"2h7IRrDatzXKOlDdmTvKfi","Memories (feat. Kid Cudi)","2010-02-12","HIP&HOP","5DyJsJZOpMJh34WvUrQzMV","rap","southern hip hop",0.546,0.899,8,-3.937,1,0.233,0.00158,6.08e-06,0.229,0.47,130.003,210840
17307,"53Y0kdCa1CZ9gRqEuknfwy","Bang My Head (feat. Sia & Fetty Wap)","David Guetta",64,"7bpWEp24oHgUs08ImjakfU","Listen Again","2015-11-27","Tropical Morning","0vbtbmyihyvl2MVYrdKdGw","latin","tropical",0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333
20460,"6qUSs4FDzZUdAhY6JDIJfa","Who's That Chick? (feat. Rihanna)","David Guetta",63,"5DJc5qCdB5pPrDO97LXjeW","One More Love","2010-11-22","Pop 2009-2011","3gV6KQYZKIuoWml0094vx6","latin","latin hip hop",0.675,0.601,11,-4.733,0,0.116,0.00372,0,0.0458,0.931,127.938,201040
20684,"0lHAMNU8RGiIObScrsRgmP","Titanium (feat. Sia)","David Guetta",66,"5aprcHwM1KJhaY9Kbxkfkn","Nothing but the Beat 2.0","2011-08-26","Today's Hits 2000-Present","6a66cg3HcsjYkisYyQcov6","latin","latin hip hop",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040
20692,"1tAutlhI9FwnKn7fVgmd5P","Without You (feat. Usher)","David Guetta",59,"5aprcHwM1KJhaY9Kbxkfkn","Nothing but the Beat 2.0","2011-08-26","Today's Hits 2000-Present","6a66cg3HcsjYkisYyQcov6","latin","latin hip hop",0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133
26915,"5dS2dvXVPe7AR6UwBpnomW","Make It To Heaven (with Raye)","David Guetta",72,"3YgpLKWG2xfjEe8vVfcn13","Make It To Heaven (with Raye)","2019-11-21","Electro House Top Tracks","1G0q0NK7g3C0XerNqq7GbL","edm","electro house",0.587,0.92,0,-4.697,0,0.0914,0.0936,0.073,0.185,0.35,126.035,172381
27218,"3GT2CBmJWIEdCpHiB31WYK","Never Be Alone (feat. Aloe Blacc)","David Guetta",68,"2bSuTiPTy8EhtwWbbmiPdK","Never Be Alone (feat. Aloe Blacc)","2019-07-26","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","electro house",0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
27236,"0LtKw37CYqXqsRF9pyDGGx","Thing For You - David Guetta Remix","David Guetta",62,"6gx82bA4SOtNQsuPzaEUeU","Thing For You (David Guetta Remix)","2019-08-30","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","electro house",0.44,0.867,2,-4.402,1,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226
27967,"6PtXobrqImYfnpIxNsJApa","Bad (feat. Vassy) - Radio Edit","David Guetta",64,"6CvEd1L1KJZ8g3wIwCZYvF","Bad (feat. Vassy) [Radio Edit]","2014-04-06","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
27982,"2x6hopxvQkOzZTBdEMyUO2","Metropolis","David Guetta",40,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.691,0.982,2,-2.894,1,0.13,0.00301,0.195,0.244,0.364,128.03,330013
28045,"6KUyWWP7El9TZqzrDwdO9s","Blast Off - Radio Edit","David Guetta",20,"0ibPy3Xmmka0Fp8cEF2BH8","Blast Off EP","2014-06-30","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.656,0.993,4,-1.702,1,0.18,0.00255,2.49e-06,0.197,0.128,127.938,187932
28055,"5wQeCrJTJxGZnILnyCBHjI","Lovers on the Sun (feat. Sam Martin)","David Guetta",54,"7kGfNb6k7XILgPtIHTFrQL","Lovers on the Sun EP","2014-06-30","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,203520
28223,"6RnkFd8Fqqgk1Uni8RgqCQ","Like I Do","David Guetta",72,"5oU1ROIHS6IOWnb87GWhqU","Like I Do","2018-02-22","🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥","4GSiiL8tcMgvoV7K1IADb8","edm","electro house",0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
28303,"6RnkFd8Fqqgk1Uni8RgqCQ","Like I Do","David Guetta",72,"5oU1ROIHS6IOWnb87GWhqU","Like I Do","2018-02-22","Big Room EDM","3S03NWbWkrR1e7DPH9rf9Z","edm","big room",0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
28523,"06dT0EYXrhRQV1MsvWhNGv","Bad (feat. Vassy) - Radio Edit","David Guetta",51,"3UEEPh5wsdhP7SKC31yvhu","Listen (Deluxe)","2014-11-24","Big Room House | Festival Bangers","5Bx5niVgi3qGQQw06C0RKq","edm","big room",0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
28525,"7qfwcqfGOkQYtzjF4UzJHM","Shot Me Down (feat. Skylar Grey) - Radio Edit","David Guetta",59,"4i9yM8JoAgeh6ekZjk08U1","Shot Me Down (feat. Skylar Grey)","2014-01-27","Big Room House | Festival Bangers","5Bx5niVgi3qGQQw06C0RKq","edm","big room",0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
28579,"4Tvw0lweq9l2JPQKFbpbBQ","Better When You're Gone","David Guetta",76,"4ZoXNDicq0MrsGk1pM883o","Better When You're Gone","2019-02-08","PAROOKAVILLE - Big Room","6vbHQdtfmexb0ptmBSpemm","edm","big room",0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402
29125,"5uDGa3i2YBIWqJAB2MUtcx","Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix","David Guetta",36,"5VqiiqW2Pc2qvPTzvpsiaa","Lovers on the Sun","2014-07-21","big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO","2oalsaFUockoPf1DU3wrL8","edm","big room",0.632,0.9,11,-2.827,0,0.0418,0.000176,0.112,0.0638,0.278,127.989,360238
29311,"6qVXkG01rBYGfxIndGOQ3z","Shot Me Down (feat. Skylar Grey) - Radio Edit","David Guetta",60,"77UW17CZFyCaRLHdHeofZu","Listen","2014-11-21","Big Room House","7vJOXFe40axY7qS39vGDyH","edm","big room",0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
29476,"2Y6I8OVTgvz1Yuch4oQJcO","Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix","David Guetta",64,"5C9LFVpb8eDWqJseIKLfaR","Say My Name (feat. Bebe Rexha & J Balvin) [Afrojack & Chasner Remix]","2019-02-07","Big Room 2019","6SrHyxIxWfQx9ISEr6yowk","edm","big room",0.406,0.91,10,-3.916,0,0.0594,0.0052,0.00236,0.0783,0.239,127.974,251446
29607,"5xv5YlwHeveuhd31bT21cN","Make It To Heaven (with Raye) - Rework","David Guetta",61,"5Pp9joX7PdqKBOJb5S0QnE","Make It To Heaven (with Raye) [Rework]","2020-01-17","EDM House & Dance","5CTzufLc0f6MufjKYrIaoO","edm","pop edm",0.679,0.62,7,-8.073,0,0.0375,0.106,2.92e-06,0.102,0.443,120.12,166000
29699,"3TjLsDgL0bTbSQIF6M5Ki8","Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix","David Guetta",65,"19z3vpbBT09lZ54neDfuFL","Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix]","2018-12-28","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.678,0.747,10,-5.289,0,0.165,0.0395,0,0.174,0.516,120.002,189375
29711,"7fGn1cjdKNcXtwnPoiiGsN","Don't Leave Me Alone (feat. Anne-Marie) - R3HAB Remix","David Guetta",52,"6i2k7L0HMOCEpXBWBoIwp6","Don't Leave Me Alone (feat. Anne-Marie) [Remixes]","2018-08-17","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.618,0.949,4,-2.697,0,0.0903,0.254,2.99e-06,0.488,0.293,127.961,182461
29791,"4LRezd065bAMvBlpwMAkx6","Thing For You - Don Diablo Remix","David Guetta",18,"2Xr09lOtwwjxUtiMuZhXAb","Thing For You (Don Diablo Remix)","2019-08-16","EDM 2019","1T0ed6Mg0QIruHvcoWWIKy","edm","pop edm",0.755,0.886,2,-3.042,1,0.087,0.382,1.3e-05,0.613,0.539,124.071,172975
29832,"3GT2CBmJWIEdCpHiB31WYK","Never Be Alone (feat. Aloe Blacc)","David Guetta",68,"2bSuTiPTy8EhtwWbbmiPdK","Never Be Alone (feat. Aloe Blacc)","2019-07-26","EDM 2019","1T0ed6Mg0QIruHvcoWWIKy","edm","pop edm",0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
29963,"0LtKw37CYqXqsRF9pyDGGx","Thing For You - David Guetta Remix","David Guetta",62,"6gx82bA4SOtNQsuPzaEUeU","Thing For You (David Guetta Remix)","2019-08-30","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","pop edm",0.44,0.867,2,-4.402,1,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226
29990,"5dS2dvXVPe7AR6UwBpnomW","Make It To Heaven (with Raye)","David Guetta",72,"3YgpLKWG2xfjEe8vVfcn13","Make It To Heaven (with Raye)","2019-11-21","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","pop edm",0.587,0.92,0,-4.697,0,0.0914,0.0936,0.073,0.185,0.35,126.035,172381
30074,"3UN6cIn3VIyg0z1LCuFSum","Without You (feat. Usher)","David Guetta",67,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","Pop Hits 2000-2019","6mtYuOxzl58vSGnEDtZ9uB","edm","pop edm",0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133
30138,"73TU1voolT9RHWGLOHyM0J","Titanium (feat. Sia) - Alesso Remix","David Guetta",46,"7tmMk6qGP9CmHOkJWEtsdU","Titanium (feat. Sia)","2011-12-09","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.696,0.652,0,-6.826,0,0.0461,0.00326,0.67,0.0894,0.13,125.981,403810
